Opening Type,Result,White Elo,Black Elo,Move List,Variation
Danish Gambit,0-1,1570,1651,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'g8f6', 'd1e2', 'f8e7', 'g1f3', 'e8g8', 'e1g1', 'c3b2', 'c1b2', 'f6g4', 'f1d1', 'e7f6', 'h2h3', 'f6b2', 'e2b2', 'g4f6', 'b1c3', 'd7d6', 'c3d5', 'f6e4', 'd5f4', 'c8e6', 'f4d5', 'b8c6', 'f3d4', 'c6d4', 'b2d4', 'e4f6', 'd5f6', 'd8f6', 'd4f6', 'g7f6', 'c4d3', 'a8c8', 'a2a3', 'a7a6', 'a1b1', 'b7b6', 'b1b4', 'a6a5', 'b4h4', 'f6f5', 'g2g4', 'f5g4', 'd3h7', 'g8g7', 'h7e4', 'f8h8', 'h4g4', 'e6g4', 'h3g4', 'h8h4', 'e4f5', 'c8e8', 'd1c1', 'c7c5', 'c1b1', 'e8b8', 'b1d1', 'h4h6', 'g4g5', 'h6h5', 'f2f4', 'f7f6', 'd1d6', 'f6g5', 'd6g6', 'g7f7', 'f4g5', 'b6b5', 'g6c6', 'h5g5']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
"Danish Gambit Declined, Sorensen Defense",1-0,1612,1622,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'd1a4', 'c8d7', 'a4d4', 'g8f6', 'e4d5', 'd8e7', 'f1e2', 'c7c6', 'g1f3', 'f6d5', 'c1g5', 'c6c5', 'd4d5', 'e7e6', 'd5b7', 'd7c6', 'b7c7', 'f7f6', 'g5h4', 'f8d6', 'c7g7', 'h8g8', 'g7f6', 'e6f6', 'h4f6', 'g8g2', 'b1d2', 'b8d7', 'f3h4', 'd6h2', 'e2h5', 'e8f8', 'h4g2', 'h2e5', 'f6e5', 'd7e5', 'e1c1', 'e5d3', 'c1b1', 'd3f2', 'h1f1', 'c6g2', 'f1f2', 'f8g7', 'f2g2', 'g7h6']",['Danish Gambit Declined: Sorensen Defense']
Danish Gambit,1-0,1829,1844,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'b8c6', 'c3d4', 'd7d5', 'e4d5', 'd8d5', 'g1f3', 'c8g4', 'b1c3', 'f8b4', 'c1d2', 'b4c3', 'd2c3', 'e8c8', 'f1e2', 'g4f3', 'e2f3', 'd8e8', 'e1f1', 'd5c4', 'f1g1', 'g8f6', 'd4d5', 'f6d5', 'f3d5', 'c4g4']",['Others B1']
Danish Gambit,1-0,1386,1412,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'b8c6', 'g1h3', 'g8e7', 'h3g5', 'c6e5', 'd1b3', 'd7d5', 'e4d5', 'e7d5', 'e1g1', 'h7h6', 'b1c3', 'c7c6', 'f1e1', 'h6g5', 'e1e5', 'c8e6', 'c3d5', 'c6d5', 'c4d5', 'a8b8', 'd5e6', 'f7e6', 'b3e6', 'f8e7', 'c1g5', 'b7b6', 'g5e7']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,1-0,1541,1596,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d6', 'f1c4', 'g8f6', 'g1f3', 'f8e7', 'e1g1', 'e8g8', 'c3d4', 'a7a6', 'f1e1', 'b7b5', 'c4b3', 'c8g4', 'b3c2', 'b8c6', 'h2h3', 'g4h5', 'd1d3', 'c6b4', 'd3e2', 'h5f3', 'g2f3', 'b4c2', 'e2c2', 'd8c8', 'g1h2', 'c7c6', 'e1g1', 'd6d5', 'c1h6', 'g7g6', 'h6f8', 'g8f8', 'b1d2', 'f6h5', 'g1g2', 'd5e4', 'f3e4', 'f7f5', 'e4f5', 'e7d6', 'h2h1', 'g6f5', 'a1g1', 'h5f6', 'c2d1', 'f5f4', 'd1f3', 'c6c5', 'd2e4', 'f6e4', 'f3e4']",['Others B1']
Danish Gambit Accepted,0-1,1498,1501,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'b8c6', 'd1b3', 'd8e7', 'b1d2', 'd7d6', 'g1f3', 'g8f6', 'e1g1', 'c8d7', 'f1e1', 'e8c8', 'e4e5', 'd6e5', 'f3e5', 'c6e5', 'b2e5', 'e7b4', 'b3e3', 'f8c5', 'e3c3', 'b4c3', 'e5c3', 'b7b6', 'c4a6', 'c8b8', 'd2e4', 'f6e4', 'e1e4', 'f7f6', 'a1b1', 'h8e8', 'e4e8', 'd8e8', 'h2h3', 'e8e2', 'c3e1', 'e2a2', 'b1d1', 'a2a6', 'd1d7', 'a6a1', 'g1f1', 'c5b4', 'd7e7', 'g7g5', 'f2f3', 'h7h5', 'f1f2', 'b4e1', 'e7e1', 'a1e1', 'f2e1', 'b8c8', 'e1e2', 'c8d7', 'e2e3', 'd7e6', 'e3e4', 'a7a5', 'e4d3', 'c7c5', 'd3c3', 'b6b5', 'c3b3', 'e6d5', 'b3c3', 'f6f5', 'c3b3', 'd5d4', 'b3c2', 'a5a4', 'c2b2', 'b5b4', 'b2c2', 'c5c4', 'c2d2', 'f5f4', 'd2c2', 'd4e3', 'c2d1', 'c4c3', 'd1c2', 'e3f2', 'c2d3', 'a4a3', 'd3c2', 'a3a2', 'c2b3', 'a2a1q', 'g2g4', 'a1b2', 'b3c4', 'c3c2', 'g4h5', 'c2c1r', 'c4d5', 'b2d2', 'd5e4', 'c1e1', 'e4f5', 'd2d5', 'f5g6', 'e1e6', 'g6f7', 'e6a6', 'f7e7', 'd5b7', 'e7d8', 'a6a8']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,0-1,1529,1538,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'b1c3', 'f8b4', 'f1c4', 'd8e7', 'c1d2', 'b4c3', 'b2c3', 'e7e4', 'c4e2', 'e4g2', 'e2f1', 'g2h1', 'd1e2', 'g8e7', 'e1c1', 'h1g1', 'd1e1', 'b8c6', 'd2g5', 'g1g5']","['Danish Gambit Accepted', 'Take Back Gambit']"
Danish Gambit,0-1,1793,1807,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'd7d6', 'd1b3', 'd8e7', 'b1c3', 'b8c6', 'g1f3', 'c6a5', 'b3b4', 'a5c4', 'b4c4', 'c8e6', 'c4b4', 'b7b6', 'e1g1', 'd6d5', 'b4e7', 'f8e7', 'e4d5', 'e6g4', 'f3e5', 'g4d7', 'e5d7', 'e8d7', 'c1f4', 'e7d6', 'f4e3', 'g8f6', 'c3b5', 'f6d5', 'b5d6', 'd5e3', 'd6f7', 'e3f1', 'f7h8', 'f1h2', 'h8f7', 'h2g4', 'a1d1', 'd7c6', 'f2f3', 'g4e3', 'd1d3', 'e3f5', 'f7e5', 'c6b7', 'd3d7', 'a8e8', 'f3f4', 'g7g5', 'g2g4', 'f5d6', 'd7h7', 'g5f4', 'e5d3', 'e8g8', 'h7h4', 'd6f5', 'h4h5', 'g8g4', 'g1f2', 'f5d6', 'f2f3', 'g4g3', 'f3e2', 'f4f3', 'e2f2', 'd6e4', 'f2e3', 'e4g5', 'e3f4', 'f3f2', 'd3f2', 'g3f3', 'f4g5', 'f3f2', 'b2b3', 'f2a2', 'h5h3', 'a2b2', 'g5f5', 'a7a5', 'f5e4', 'b6b5', 'e4d4', 'b7b6', 'h3h6', 'c7c6', 'd4c3', 'b2f2', 'h6d6', 'b5b4', 'c3c4', 'f2f3', 'd6d4', 'f3c3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,1-0,1847,1860,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'g8f6', 'e4e5', 'd8e7', 'g1f3', 'b8c6', 'e1g1', 'c6e5', 'f3e5', 'd7d5', 'c4b5', 'c7c6', 'e5c6', 'e7c5', 'c6d4', 'c8d7', 'b5d7', 'f6d7', 'b1c3', 'f8e7', 'c1e3', 'c5b4', 'd1b3', 'b4d6', 'd4f5', 'd6e5', 'f5e7', 'e5e7', 'f1e1', 'e8g8', 'c3d5', 'e7h4', 'b3b4', 'h4h5', 'd5f4', 'h5g4', 'f4d3', 'g4g6', 'd3f4', 'g6g4', 'h2h3', 'g4f5', 'f4e2', 'b7b6', 'e2d4', 'f5g6', 'a1c1', 'd7f6', 'b4d2', 'g8h8', 'c1c7', 'f6e4', 'd2c2', 'f7f5', 'e1c1', 'a8e8', 'c7c8', 'f5f4', 'c8e8', 'g6e8', 'e3d2', 'f4f3', 'd4f3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,0-1,1698,1648,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'g1f3', 'd7d6', 'f1c4', 'f8e7', 'b1c3', 'g8f6', 'c1e3', 'e8g8', 'd1b3', 'b8c6', 'e1c1', 'a7a6', 'f3g5', 'c6e5', 'g5f7', 'f8f7', 'c4f7', 'e5f7', 'e4e5', 'f6g4', 'e5d6', 'e7d6', 'e3c5', 'd8g5', 'c1b1', 'g5c5', 'c3e4', 'c5f5', 'b3f3', 'f5g6', 'b1a1', 'g4e5', 'f3e3', 'e5c4', 'e3d4', 'c8e6', 'h1e1', 'd6e5', 'd4c5', 'e5b2']","['Danish Gambit Accepted', 'Others W1']"
"Danish Gambit Accepted, Classical Defense",1-0,1293,1314,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'g8f6', 'g1f3', 'f6e4', 'e1g1', 'c7c5', 'f1e1', 'f8e7', 'e1e4', 'e8g8', 'b1c3', 'a7a6', 'c3d5', 'b7b5', 'd5e7', 'g8h8', 'b2g7', 'h8g7', 'e7f5', 'g7g8', 'c4d5', 'd7d6', 'f5h6', 'g8h8', 'e4f4', 'd8g5', 'h6f7', 'f8f7', 'f4f7', 'g5g6', 'f3h4', 'g6g5', 'd1f3', 'c8g4', 'f7f8', 'h8g7', 'f3f7', 'g7h6', 'f8h8', 'g5h4', 'h8h7', 'h6g5', 'h7h4', 'g5h4', 'd5a8', 'd6d5', 'a8d5', 'b5b4', 'f7h7', 'g4h5', 'g2g3', 'h4h3', 'h7h5']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
"Danish Gambit Accepted, Chigorin Defense",1-0,1836,1787,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'd8e7', 'd1b3', 'e7b4', 'b3b4', 'f8b4', 'b1c3', 'b4c3', 'b2c3', 'f7f6', 'g1f3', 'b8c6', 'e1g1', 'd7d6', 'f1e1', 'c6e5', 'f3e5', 'f6e5', 'f2f4', 'e5f4', 'c3g7', 'g8e7', 'g7h8', 'c8g4', 'e4e5', 'd6d5', 'c4b3', 'e8c8', 'h8f6', 'd8e8', 'h2h3', 'g4e6', 'a1d1', 'c7c6', 'e1f1', 'e7g6', 'b3c2', 'c8c7', 'c2g6', 'h7g6', 'f1f4', 'e6f5', 'g2g4', 'f5e4', 'd1f1', 'b7b5', 'f6g7', 'c7b6', 'f4f7', 'a7a5', 'f7d7', 'b5b4', 'f1f7', 'e4d3', 'd7b7', 'b6c5', 'g7f8', 'c5d4', 'f8g7', 'd4e4', 'b7a7', 'd3c4', 'a7a5', 'e4d3', 'f7f3', 'd3e4', 'f3f2', 'd5d4', 'a5c5', 'c4b5', 'g1g2', 'e8e7', 'g7f6', 'e7e6', 'g2g3', 'e4d3', 'f2f3', 'd3d2', 'f6g5', 'd2d1', 'f3f2', 'b5c4', 'c5c4', 'd4d3', 'c4c1']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit Accepted,0-1,1619,1604,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'b8c6', 'g1f3', 'c6a5', 'c4f7', 'e8f7', 'd1d5', 'f7e8', 'd5a5', 'g8f6', 'e4e5', 'f6g4', 'e1g1', 'b7b6', 'a5d5', 'a8b8', 'e5e6', 'c8b7', 'e6d7', 'd8d7', 'd5h5', 'g7g6', 'h5h4', 'f8g7', 'b2g7', 'd7g7', 'f3g5', 'g7a1', 'f1e1', 'g4e5', 'e1e5', 'a1e5', 'b1d2', 'e5e1', 'd2f1', 'b7a6', 'h4a4', 'e8d8', 'g5f7', 'd8c8', 'f7h8', 'e1f1']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit Accepted,0-1,1885,1867,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'd7d6', 'd1h5', 'd8e7', 'f2f4', 'g8f6', 'b2f6', 'e7f6', 'g1f3', 'f6f4', 'e1g1', 'c8g4', 'h5b5', 'b8d7', 'b5b7', 'a8b8', 'b7d5', 'f8e7', 'f3d4', 'f4e3', 'g1h1', 'e8g8', 'd4c6', 'e7f6', 'c6b8', 'f8b8', 'd5f7', 'g8h8', 'f1f6', 'd7f6', 'h2h3', 'g4h5', 'f7c7', 'e3c1', 'h1h2', 'b8e8', 'c7d6', 'c1c4', 'b1d2', 'c4e6', 'd6c7', 'e8c8', 'c7a7', 'e6e5', 'h2h1', 'e5a1', 'a7g1', 'c8c1', 'd2f3', 'h5f3', 'g2f3', 'c1g1', 'h1h2', 'g1g6', 'h3h4', 'a1g1', 'h2h3', 'g1g3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,1-0,837,774,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'b1c3', 'g8f6', 'g1f3', 'f6g4', 'h2h3', 'g4f6', 'e4e5', 'f6e4', 'c3e4', 'f7f6', 'f1b5', 'b8c6', 'e5f6', 'g7f6', 'd1d5']","['Danish Gambit Accepted', 'Take Back Gambit']"
Danish Gambit Accepted,1-0,1735,1760,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'd7d6', 'g1f3', 'c8e6', 'c4b5', 'b8c6', 'e1g1', 'g8e7', 'f3g5', 'h7h6', 'g5e6', 'f7e6', 'd1h5', 'g7g6', 'h5h3', 'h8g8', 'h3e6', 'd8d7', 'e6b3', 'a7a6', 'b5e2', 'f8g7', 'b2g7', 'g8g7', 'b3b7', 'a8b8', 'b7a6', 'c6e5', 'b1d2', 'e7c6', 'f2f4', 'c6d4', 'e2d1', 'b8b6', 'a6a8', 'e8e7', 'f4e5', 'd6e5', 'a8f8', 'e7e6', 'd1g4', 'd4f5', 'e4f5', 'e6d5', 'g4f3', 'd5d4', 'd2b3', 'd4e3', 'f5f6', 'g7f7', 'f8h6', 'e3d3', 'a1d1', 'd3c4', 'd1d7', 'f7d7', 'h6g6']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
"Danish Gambit Declined, Sorensen Defense",1-0,1826,1729,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'e4d5', 'd8d5', 'd1d4', 'd5d4', 'c3d4', 'f8b4', 'b1c3', 'c8e6', 'g1f3', 'b8d7', 'f1d3', 'g8f6', 'e1g1', 'e8g8', 'a2a3', 'b4c3', 'b2c3', 'e6d5', 'f3h4', 'g7g6', 'c1h6', 'f8e8', 'c3c4', 'd5e4', 'a1d1', 'e4d3', 'd1d3', 'e8e2', 'd3g3', 'a8e8', 'h6e3', 'f6e4', 'g3f3', 'e4c3', 'g2g3', 'e2a2', 'f1e1', 'a2a3', 'e3d2', 'e8e1', 'd2e1', 'c3e2', 'g1g2', 'e2d4', 'f3a3', 'b7b6', 'a3a7']",['Danish Gambit Declined: Sorensen Defense']
"Danish Gambit Declined, Sorensen Defense",1-0,2098,2065,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'd1d4', 'd5e4', 'd4e4', 'f8e7', 'c1g5', 'b8c6', 'f1b5', 'c8e6', 'b5c6', 'b7c6', 'e4c6', 'e6d7', 'c6e4', 'd7e6', 'g5e7', 'g8e7', 'g1f3', 'e8g8', 'e1g1', 'e6d5', 'e4d3', 'a8b8', 'b2b4', 'e7c6', 'f1d1', 'd5f3', 'd3f3', 'f8e8', 'b1a3', 'd8e7', 'f3c6', 'b8d8', 'd1f1', 'd8d2', 'a3c4', 'd2c2', 'c4e3', 'c2b2', 'f1b1', 'b2b1', 'a1b1', 'f7f5', 'h2h3', 'f5f4', 'c6c4', 'e7f7', 'c4f7', 'g8f7', 'e3d5']",['Danish Gambit Declined: Sorensen Defense']
"Danish Gambit Accepted, Copenhagen Defense",1-0,1722,1745,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'f8b4', 'b1d2', 'd8g5', 'c4f7', 'e8d8', 'g1f3', 'b4d2', 'd1d2', 'g5d2', 'f3d2', 'g8f6', 'e4e5', 'f6g4', 'f2f3', 'g4h6', 'f7h5', 'b7b6', 'e1g1', 'b8c6', 'f3f4', 'c8a6', 'f1e1', 'c6e7', 'e5e6', 'h8g8', 'e6d7', 'd8d7', 'd2e4', 'e7f5', 'a1d1', 'd7c8', 'h5f3', 'f5h4', 'e4d6', 'c7d6', 'f3a8', 'c8d7', 'a8d5', 'g8c8', 'd5e6', 'd7d8', 'd1d6', 'd8c7', 'd6d7', 'c7b8', 'b2e5', 'b8a8', 'e6d5', 'a6b7', 'd5b7']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit', 'Copenhagen Defense']"
Danish Gambit,0-1,1656,1693,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'g8f6', 'e4e5', 'd8e7', 'd1d4', 'b8c6', 'd4e3', 'f6d5', 'e3e4', 'd5f6', 'e4d3', 'd7d6', 'g1f3', 'c6e5', 'f3e5', 'd6e5', 'c1g5', 'c8e6', 'g5f6', 'e7f6', 'd3b5', 'c7c6', 'b5b7', 'a8d8', 'b7c6', 'e6d7', 'c6e4', 'f8c5', 'e4f3', 'f6g6', 'b1d2', 'e8g8', 'e1c1', 'd7f5', 'f1c4', 'e5e4', 'f3g3']",['Others B1']
Danish Gambit,0-1,2059,2148,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'g8f6', 'e4e5', 'd7d5', 'c1g5', 'd5c4', 'd1d8', 'e8d8', 'e5f6', 'h8g8', 'b1c3', 'g7f6', 'e1c1', 'd8e8', 'g5f6', 'f8h6', 'c1b1', 'b8c6', 'g1f3', 'g8g2', 'c3d5', 'c8f5', 'b1a1', 'g2f2', 'd5c7', 'e8f8', 'f3h4', 'a8c8', 'c7d5', 'f5d3', 'h1g1', 'a7a5', 'g1g3', 'c6b4']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit Accepted,1-0,1421,1291,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'g8h6', 'g1f3', 'f8c5', 'e1g1', 'c5d6', 'e4e5', 'd6c5', 'd1b3', 'e8g8', 'f3g5', 'd8g5', 'b1d2', 'b8c6', 'd2f3', 'g5g6', 'e5e6', 'd7e6', 'f3e5', 'c6e5', 'b2e5', 'c5d6', 'a1e1', 'd6e5', 'e1e5', 'h6g4', 'e5c5', 'g6h6', 'h2h3', 'g4f6', 'c5c7', 'b7b6', 'f1c1', 'a8b8', 'c4b5', 'c8b7', 'b3c4', 'h6g5', 'c7b7', 'b8b7', 'c4c8', 'h7h6', 'c8b7', 'g5c1', 'g1h2', 'f6d5', 'b7a7', 'c1f4', 'h2g1', 'd5c3', 'a7b6', 'c3b5', 'b6b5', 'f4c1', 'g1h2', 'f8d8', 'h2g3', 'c1c7', 'f2f4', 'd8d3', 'b5d3', 'e6e5', 'a2a4', 'e5f4', 'g3f3', 'g7g5', 'd3f5', 'c7c6', 'f3g4', 'c6a4', 'f5c8', 'g8g7', 'c8c3', 'f7f6', 'c3c7', 'g7g6', 'c7d6', 'a4d1']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
"Danish Gambit Accepted, Classical Defense",1-0,1796,1566,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'g8f6', 'g1e2', 'b8c6', 'e1g1', 'b7b6', 'e4e5', 'c6e5', 'b2e5', 'c8b7', 'f1e1', 'f8c5', 'e2d4', 'e8g8', 'b1c3', 'd7d5', 'c4d3', 'f6e4', 'c3e4', 'd5e4', 'd3e4', 'b7e4', 'e1e4', 'd8g5', 'e5g7', 'f8d8', 'e4g4', 'd8d4', 'g4g5', 'd4d1', 'a1d1', 'a8e8', 'g7d4', 'g8f8', 'd4c5', 'b6c5', 'g5c5', 'e8e2', 'd1a1', 'e2a2', 'a1a2']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
"Danish Gambit Declined, Sorensen Defense",0-1,2268,2161,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'e4d5', 'd8d5', 'c3d4', 'c7c5', 'c1e3', 'c5d4', 'd1d4', 'd5d4', 'e3d4', 'b8c6', 'd4c3', 'c8f5', 'b1d2', 'e8c8', 'g1f3', 'd8e8', 'f1e2', 'g8f6', 'e1f1', 'f8c5', 'e2b5', 'f6g4', 'd2b3', 'c5b6', 'b5c6', 'b7c6', 'c3d4', 'e8d8', 'a1c1', 'c8b7', 'd4b6', 'a7b6', 'h2h3', 'g4f6', 'f3d4', 'f5e4', 'f2f3', 'e4d5', 'f1f2', 'h8e8', 'h1d1', 'f6h5', 'g2g3', 'f7f5', 'd4f5', 'h5f6', 'f5e3', 'd5e6', 'b3d4', 'e6a2', 'b2b3', 'c6c5', 'd4b5', 'd8d1', 'c1d1', 'e8c8', 'd1d3', 'c8c6', 'b5d6', 'b7a6', 'd6c4', 'a2b1', 'd3d1', 'b1g6', 'c4e5', 'f6e4', 'f3e4', 'g6e4', 'e5c6', 'e4f3', 'd1d2', 'f3c6', 'd2d6', 'c6b5', 'e3c4', 'a6b7']",['Danish Gambit Declined: Sorensen Defense']
Danish Gambit Accepted,1-0,1512,1538,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'c7c5', 'g1f3', 'b8c6', 'b1c3', 'd7d6', 'd1d5', 'c8e6', 'd5d3', 'e6c4', 'd3c4', 'h7h6', 'c3d5', 'g8f6', 'e1g1', 'f6d5', 'e4d5', 'c6a5', 'c4b5', 'e8e7', 'f1e1']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,0-1,2118,2314,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4d3', 'g1f3', 'b8c6', 'c1f4', 'd7d6', 'b1d2', 'g8f6', 'f1d3', 'f8e7', 'e1g1', 'e8g8', 'f1e1', 'c8g4', 'd1b3', 'f6d7', 'h2h3', 'd7c5', 'b3c2', 'g4h5', 'd3f1', 'c5e6', 'f4e3', 'h5g6', 'c2a4', 'a8b8', 'a2a3', 'a7a5', 'f1b5', 'c6e5', 'f3e5', 'd6e5', 'a1d1', 'c7c6', 'b5f1', 'b7b5', 'a4c2', 'd8c7', 'b2b4', 'c6c5', 'c2b3', 'f8d8', 'f2f3', 'c5b4', 'a3b4', 'a5a4', 'b3b2', 'd8c8', 'd1c1', 'e7h4', 'e1d1', 'c7e7', 'c3c4', 'h4g5', 'e3f2', 'e6d4', 'f2d4', 'e5d4', 'c4b5', 'g5e3', 'g1h1', 'e7h4', 'd2c4', 'e3c1', 'd1c1', 'h4f4', 'b2d4', 'f4c1', 'h1g1', 'a4a3', 'b5b6', 'a3a2', 'c4d6', 'a2a1q', 'd4d5', 'a1f6', 'g1h2', 'c8d8', 'f1c4', 'f6f4', 'g2g3', 'f4e3', 'd6f7', 'e3f2']",['Others B1']
Danish Gambit,1-0,1718,1647,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'b1c3', 'b8c6', 'f1c4', 'f8c5', 'g1f3', 'h7h6', 'e4e5', 'd7d6', 'e1g1', 'g8e7', 'e5d6', 'd8d6', 'd1b3', 'e8g8', 'c3b5', 'd6d7', 'f1d1', 'c6a5', 'b3c2', 'd7f5', 'c2f5', 'e7f5', 'c4d3', 'c5b6', 'c1d2', 'a5c6', 'd2c3', 'c8e6', 'f3e5', 'c6d4', 'b5d4', 'b6d4', 'd3f5', 'd4c3', 'f5e6', 'c3e5', 'e6d5', 'c7c6', 'd5f3', 'e5b2', 'a1b1', 'b2f6', 'b1b7', 'f8c8', 'd1d7', 'c6c5', 'd7f7', 'c5c4', 'g2g3', 'a8b8', 'b7a7', 'c4c3', 'f3d5', 'g8h8', 'a7c7', 'c8c7', 'f7c7', 'b8b2', 'a2a4', 'c3c2', 'd5e4', 'b2b1', 'g1g2', 'c2c1q', 'c7c8', 'f6d8', 'c8d8']","['Danish Gambit Accepted', 'Take Back Gambit']"
"Danish Gambit Accepted, Copenhagen Defense",1-0,1332,1355,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'f8b4', 'b1c3', 'g8f6', 'a1c1', 'e8g8', 'e4e5', 'f8e8', 'g1f3', 'd7d6', 'e1g1', 'b4c3', 'b2c3', 'f6e4', 'c3b2', 'b8d7', 'e5d6', 'c7d6', 'd1d5', 'd7f6', 'd5f7', 'g8h8', 'b2f6', 'd8f6', 'f7e8', 'f6f8', 'e8f8']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit', 'Copenhagen Defense']"
Danish Gambit,0-1,1838,1843,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'd7d6', 'b1c3', 'c8e6', 'c4e6', 'f7e6', 'd1b3', 'd8c8', 'g1f3', 'f8e7', 'f3d4', 'e8f7', 'e1g1', 'b8c6', 'c1e3', 'g8f6', 'h2h3', 'h8e8', 'f2f4', 'c6a5', 'b3a4', 'b7b6', 'f4f5', 'e6e5', 'd4e6', 'a5b7', 'b2b4', 'c7c6', 'a4b3', 'd6d5', 'e4d5', 'c6c5', 'b4c5', 'e7c5', 'e3c5', 'b7c5', 'e6c5', 'b6c5', 'b3c4', 'f7f8', 'a1d1', 'a8b8', 'a2a3', 'c8c7', 'c3b5', 'c7b6', 'd1b1', 'a7a6', 'b5c3', 'b6d6', 'f1e1', 'b8b1', 'e1b1', 'e8d8', 'b1d1', 'd8b8', 'c3a4', 'f6d7', 'c4h4', 'f8g8', 'a4c3', 'd7f6', 'h4c4', 'b8b2', 'c3a4', 'b2b5', 'a4c3', 'b5b8', 'd1e1', 'f6d7', 'c3e4', 'd6b6', 'd5d6', 'g8h8', 'g1h2', 'b6b3', 'c4b3', 'b8b3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
